oblast,raion,hromada,level,started_at,finished_at,source,duration_min
Kyiv City,,,oblast,2022-05-29 19:56:10+00:00,2022-05-29 20:19:51+00:00,official,23.683333333333334
Kyiv City,,,oblast,2022-05-31 11:29:24+00:00,2022-05-31 11:54:52+00:00,official,25.466666666666665
Kyiv City,,,oblast,2022-05-31 22:11:32+00:00,2022-05-31 22:31:54+00:00,official,20.366666666666667
Kyiv City,,,oblast,2022-06-01 12:49:52+00:00,2022-06-01 13:19:56+00:00,official,30.066666666666666
Kyiv City,,,oblast,2022-06-01 18:12:29+00:00,2022-06-01 20:19:50+00:00,official,127.35
Kyiv City,,,oblast,2022-06-02 02:43:15+00:00,2022-06-02 03:17:08+00:00,official,33.88333333333333
Kyiv City,,,oblast,2022-06-03 10:28:13+00:00,2022-06-03 10:52:24+00:00,official,24.183333333333334
Kyiv City,,,oblast,2022-06-03 10:55:25+00:00,2022-06-03 11:41:17+00:00,official,45.86666666666667
Kyiv City,,,oblast,2022-06-03 19:18:52+00:00,2022-06-03 20:23:10+00:00,official,64.3
Kyiv City,,,oblast,2022-06-04 18:46:17+00:00,2022-06-04 20:06:57+00:00,official,80.66666666666667
Kyiv City,,,oblast,2022-06-04 23:44:02+00:00,2022-06-05 00:13:07+00:00,official,29.083333333333332
Kyiv City,,,oblast,2022-06-05 02:01:35+00:00,2022-06-05 04:26:37+00:00,official,145.03333333333333
Kyiv City,,,oblast,2022-06-05 22:17:29+00:00,2022-06-05 23:10:12+00:00,official,52.71666666666667
Kyiv City,,,oblast,2022-06-06 07:21:10+00:00,2022-06-06 10:09:21+00:00,official,168.18333333333334
Kyiv City,,,oblast,2022-06-06 23:11:26+00:00,2022-06-06 23:41:17+00:00,official,29.85
Kyiv City,,,oblast,2022-06-07 15:02:48+00:00,2022-06-07 15:06:32+00:00,official,3.7333333333333334
Kyiv City,,,oblast,2022-06-07 16:45:02+00:00,2022-06-07 17:47:35+00:00,official,62.55
Kyiv City,,,oblast,2022-06-08 13:22:32+00:00,2022-06-08 14:10:32+00:00,official,48.0
Kyiv City,,,oblast,2022-06-08 21:43:09+00:00,2022-06-08 22:35:05+00:00,official,51.93333333333333
Kyiv City,,,oblast,2022-06-09 10:16:01+00:00,2022-06-09 11:23:58+00:00,official,67.95
Kyiv City,,,oblast,2022-06-10 17:54:08+00:00,2022-06-10 18:09:05+00:00,official,14.95
Kyiv City,,,oblast,2022-06-10 18:19:45+00:00,2022-06-10 18:42:47+00:00,official,23.033333333333335
Kyiv City,,,oblast,2022-06-11 18:02:02+00:00,2022-06-11 19:14:20+00:00,official,72.3
Kyiv City,,,oblast,2022-06-12 20:23:57+00:00,2022-06-12 20:54:27+00:00,official,30.5
Kyiv City,,,oblast,2022-06-13 09:56:53+00:00,2022-06-13 10:47:02+00:00,official,50.15
Kyiv City,,,oblast,2022-06-14 06:25:09+00:00,2022-06-14 07:00:40+00:00,official,35.516666666666666
Kyiv City,,,oblast,2022-06-14 09:27:22+00:00,2022-06-14 10:51:45+00:00,official,84.38333333333334
Kyiv City,,,oblast,2022-06-14 21:50:37+00:00,2022-06-14 22:27:58+00:00,official,37.35
Kyiv City,,,oblast,2022-06-16 07:37:26+00:00,2022-06-16 08:08:22+00:00,official,30.933333333333334
Kyiv City,,,oblast,2022-06-16 12:58:19+00:00,2022-06-16 13:15:58+00:00,official,17.65
Kyiv City,,,oblast,2022-06-16 20:24:52+00:00,2022-06-16 21:40:01+00:00,official,75.15
Kyiv City,,,oblast,2022-06-18 01:31:22+00:00,2022-06-18 02:45:54+00:00,official,74.53333333333333
Kyiv City,,,oblast,2022-06-18 08:26:14+00:00,2022-06-18 08:33:53+00:00,official,7.65
Kyiv City,,,oblast,2022-06-18 09:31:11+00:00,2022-06-18 09:58:56+00:00,official,27.75
Kyiv City,,,oblast,2022-06-18 16:29:42+00:00,2022-06-18 17:00:21+00:00,official,30.65
Kyiv City,,,oblast,2022-06-19 04:41:15+00:00,2022-06-19 05:13:52+00:00,official,32.61666666666667
Kyiv City,,,oblast,2022-06-20 13:02:41+00:00,2022-06-20 13:32:47+00:00,official,30.1
Kyiv City,,,oblast,2022-06-20 17:56:40+00:00,2022-06-20 18:25:12+00:00,official,28.533333333333335
Kyiv City,,,oblast,2022-06-21 05:49:41+00:00,2022-06-21 05:51:12+00:00,official,1.5166666666666666
Kyiv City,,,oblast,2022-06-22 20:59:03+00:00,2022-06-22 21:18:25+00:00,official,19.366666666666667
Kyiv City,,,oblast,2022-06-22 21:28:10+00:00,2022-06-22 21:41:48+00:00,official,13.633333333333333
Kyiv City,,,oblast,2022-06-23 05:34:25+00:00,2022-06-23 06:32:25+00:00,official,58.0
Kyiv City,,,oblast,2022-06-23 14:43:44+00:00,2022-06-23 14:58:24+00:00,official,14.666666666666666
Kyiv City,,,oblast,2022-06-23 16:34:19+00:00,2022-06-23 16:58:27+00:00,official,24.133333333333333
Kyiv City,,,oblast,2022-06-24 18:46:59+00:00,2022-06-24 20:02:31+00:00,official,75.53333333333333
Kyiv City,,,oblast,2022-06-25 00:20:01+00:00,2022-06-25 02:02:46+00:00,official,102.75
Kyiv City,,,oblast,2022-06-25 02:04:09+00:00,2022-06-25 04:02:01+00:00,official,117.86666666666666
Kyiv City,,,oblast,2022-06-25 15:28:28+00:00,2022-06-25 16:47:10+00:00,official,78.7
Kyiv City,,,oblast,2022-06-26 01:39:51+00:00,2022-06-26 02:03:58+00:00,official,24.116666666666667
Kyiv City,,,oblast,2022-06-26 02:47:40+00:00,2022-06-26 04:21:20+00:00,official,93.66666666666667
Kyiv City,,,oblast,2022-06-26 07:40:54+00:00,2022-06-26 10:05:57+00:00,official,145.05
Kyiv City,,,oblast,2022-06-26 15:38:26+00:00,2022-06-26 16:04:01+00:00,official,25.583333333333332
Kyiv City,,,oblast,2022-06-26 21:37:28+00:00,2022-06-26 22:31:44+00:00,official,54.266666666666666
Kyiv City,,,oblast,2022-06-27 08:28:13+00:00,2022-06-27 09:00:22+00:00,official,32.15
Kyiv City,,,oblast,2022-06-27 12:40:03+00:00,2022-06-27 13:15:17+00:00,official,35.233333333333334
Kyiv City,,,oblast,2022-06-28 07:22:30+00:00,2022-06-28 08:18:41+00:00,official,56.18333333333333
Kyiv City,,,oblast,2022-06-28 13:43:01+00:00,2022-06-28 14:45:14+00:00,official,62.21666666666667
Kyiv City,,,oblast,2022-06-28 17:48:41+00:00,2022-06-28 18:46:52+00:00,official,58.18333333333333
Kyiv City,,,oblast,2022-07-04 23:52:02+00:00,2022-07-05 01:42:59+00:00,official,110.95
Kyiv City,,,oblast,2022-07-05 16:17:00+00:00,2022-07-05 17:20:22+00:00,official,63.36666666666667
Kyiv City,,,oblast,2022-07-05 23:45:15+00:00,2022-07-06 00:49:23+00:00,official,64.13333333333334
Kyiv City,,,oblast,2022-07-07 00:10:48+00:00,2022-07-07 01:05:15+00:00,official,54.45
Kyiv City,,,oblast,2022-07-10 19:54:44+00:00,2022-07-10 22:07:18+00:00,official,132.56666666666666
Kyiv City,,,oblast,2022-07-12 01:33:03+00:00,2022-07-12 02:48:43+00:00,official,75.66666666666667
Kyiv City,,,oblast,2022-07-13 11:18:11+00:00,2022-07-13 12:19:53+00:00,official,61.7
Kyiv City,,,oblast,2022-07-14 07:04:05+00:00,2022-07-14 09:23:21+00:00,official,139.26666666666668
Kyiv City,,,oblast,2022-07-14 12:05:22+00:00,2022-07-14 12:20:31+00:00,official,15.15
Kyiv City,,,oblast,2022-07-14 19:21:49+00:00,2022-07-14 21:08:44+00:00,official,106.91666666666667
Kyiv City,,,oblast,2022-07-15 15:27:40+00:00,2022-07-15 15:33:50+00:00,official,6.166666666666667
Kyiv City,,,oblast,2022-07-15 16:59:29+00:00,2022-07-15 18:48:17+00:00,official,108.8
Kyiv City,,,oblast,2022-07-16 01:04:05+00:00,2022-07-16 02:34:24+00:00,official,90.31666666666666
Kyiv City,,,oblast,2022-07-16 13:21:38+00:00,2022-07-16 14:52:14+00:00,official,90.6
Kyiv City,,,oblast,2022-07-18 14:30:07+00:00,2022-07-18 15:01:16+00:00,official,31.15
Kyiv City,,,oblast,2022-07-18 20:25:54+00:00,2022-07-18 21:02:36+00:00,official,36.7
Kyiv City,,,oblast,2022-07-23 01:36:28+00:00,2022-07-23 03:00:59+00:00,official,84.51666666666667
Kyiv City,,,oblast,2022-07-24 05:09:29+00:00,2022-07-24 06:31:01+00:00,official,81.53333333333333
Kyiv City,,,oblast,2022-07-24 07:40:53+00:00,2022-07-24 08:48:19+00:00,official,67.43333333333334
Kyiv City,,,oblast,2022-07-24 20:05:18+00:00,2022-07-24 20:43:47+00:00,official,38.483333333333334
Kyiv City,,,oblast,2022-07-25 14:19:11+00:00,2022-07-25 15:57:52+00:00,official,98.68333333333334
Kyiv City,,,oblast,2022-07-25 19:03:03+00:00,2022-07-25 20:21:41+00:00,official,78.63333333333334
Kyiv City,,,oblast,2022-07-26 20:12:06+00:00,2022-07-26 21:38:45+00:00,official,86.65
Kyiv City,,,oblast,2022-07-27 06:40:34+00:00,2022-07-27 07:43:59+00:00,official,63.416666666666664
Kyiv City,,,oblast,2022-07-28 01:09:04+00:00,2022-07-28 02:18:36+00:00,official,69.53333333333333
Kyiv City,,,oblast,2022-07-28 02:37:39+00:00,2022-07-28 03:04:56+00:00,official,27.283333333333335
Kyiv City,,,oblast,2022-07-28 03:09:52+00:00,2022-07-28 03:11:01+00:00,official,1.15
Kyiv City,,,oblast,2022-07-28 03:20:32+00:00,2022-07-28 03:53:10+00:00,official,32.63333333333333
Kyiv City,,,oblast,2022-07-28 09:21:34+00:00,2022-07-28 09:54:55+00:00,official,33.35
Kyiv City,,,oblast,2022-07-29 06:26:54+00:00,2022-07-29 07:43:09+00:00,official,76.25
Kyiv City,,,oblast,2022-07-30 06:22:56+00:00,2022-07-30 06:51:35+00:00,official,28.65
Kyiv City,,,oblast,2022-07-31 12:36:28+00:00,2022-07-31 12:57:29+00:00,official,21.016666666666666
Kyiv City,,,oblast,2022-07-31 18:51:55+00:00,2022-07-31 20:07:33+00:00,official,75.63333333333334
Kyiv City,,,oblast,2022-08-02 13:54:45+00:00,2022-08-02 15:20:04+00:00,official,85.31666666666666
Kyiv City,,,oblast,2022-08-04 22:48:57+00:00,2022-08-04 23:14:36+00:00,official,25.65
Kyiv City,,,oblast,2022-08-05 16:27:45+00:00,2022-08-05 17:03:43+00:00,official,35.96666666666667
Kyiv City,,,oblast,2022-08-05 18:37:17+00:00,2022-08-05 19:00:58+00:00,official,23.683333333333334
Kyiv City,,,oblast,2022-08-07 17:05:49+00:00,2022-08-07 18:40:16+00:00,official,94.45
Kyiv City,,,oblast,2022-08-08 05:01:27+00:00,2022-08-08 05:30:42+00:00,official,29.25
Kyiv City,,,oblast,2022-08-08 07:26:51+00:00,2022-08-08 07:44:37+00:00,official,17.766666666666666
Kyiv City,,,oblast,2022-08-08 10:08:02+00:00,2022-08-08 10:34:09+00:00,official,26.116666666666667
Kyiv City,,,oblast,2022-08-08 15:26:01+00:00,2022-08-08 16:09:34+00:00,official,43.55
Kyiv City,,,oblast,2022-08-11 10:09:03+00:00,2022-08-11 11:01:21+00:00,official,52.3
Kyiv City,,,oblast,2022-08-11 16:13:02+00:00,2022-08-11 16:30:38+00:00,official,17.6
Kyiv City,,,oblast,2022-08-11 18:09:13+00:00,2022-08-11 18:46:10+00:00,official,36.95
Kyiv City,,,oblast,2022-08-12 01:25:14+00:00,2022-08-12 01:46:21+00:00,official,21.116666666666667
Kyiv City,,,oblast,2022-08-12 22:53:38+00:00,2022-08-12 23:19:35+00:00,official,25.95
Kyiv City,,,oblast,2022-08-13 05:02:00+00:00,2022-08-13 05:16:57+00:00,official,14.95
Kyiv City,,,oblast,2022-08-15 20:30:24+00:00,2022-08-15 21:30:05+00:00,official,59.68333333333333
Kyiv City,,,oblast,2022-08-15 21:38:05+00:00,2022-08-15 23:06:16+00:00,official,88.18333333333334
Kyiv City,,,oblast,2022-08-16 09:57:41+00:00,2022-08-16 10:58:04+00:00,official,60.38333333333333
Kyiv City,,,oblast,2022-08-16 11:02:16+00:00,2022-08-16 11:30:16+00:00,official,28.0
Kyiv City,,,oblast,2022-08-16 23:26:08+00:00,2022-08-17 00:30:10+00:00,official,64.03333333333333
Kyiv City,,,oblast,2022-08-18 01:49:08+00:00,2022-08-18 02:06:43+00:00,official,17.583333333333332
Kyiv City,,,oblast,2022-08-18 20:30:25+00:00,2022-08-18 21:17:36+00:00,official,47.18333333333333
Kyiv City,,,oblast,2022-08-19 14:07:31+00:00,2022-08-19 14:57:09+00:00,official,49.63333333333333
Kyiv City,,,oblast,2022-08-19 15:52:51+00:00,2022-08-19 16:06:16+00:00,official,13.416666666666666
Kyiv City,,,oblast,2022-08-19 22:47:45+00:00,2022-08-19 23:15:18+00:00,official,27.55
Kyiv City,,,oblast,2022-08-20 06:44:04+00:00,2022-08-20 07:10:48+00:00,official,26.733333333333334
Kyiv City,,,oblast,2022-08-20 08:02:44+00:00,2022-08-20 09:28:35+00:00,official,85.85
Kyiv City,,,oblast,2022-08-20 11:14:01+00:00,2022-08-20 12:01:16+00:00,official,47.25
Kyiv City,,,oblast,2022-08-21 00:12:56+00:00,2022-08-21 00:56:35+00:00,official,43.65
Kyiv City,,,oblast,2022-08-22 07:20:47+00:00,2022-08-22 07:36:36+00:00,official,15.816666666666666
Kyiv City,,,oblast,2022-08-22 12:42:08+00:00,2022-08-22 13:03:25+00:00,official,21.283333333333335
Kyiv City,,,oblast,2022-08-23 04:19:58+00:00,2022-08-23 04:38:14+00:00,official,18.266666666666666
Kyiv City,,,oblast,2022-08-24 03:32:01+00:00,2022-08-24 04:29:21+00:00,official,57.333333333333336
Kyiv City,,,oblast,2022-08-24 07:38:53+00:00,2022-08-24 08:24:56+00:00,official,46.05
Kyiv City,,,oblast,2022-08-24 09:36:04+00:00,2022-08-24 11:16:01+00:00,official,99.95
Kyiv City,,,oblast,2022-08-24 12:45:16+00:00,2022-08-24 13:30:56+00:00,official,45.666666666666664
Kyiv City,,,oblast,2022-08-24 13:51:47+00:00,2022-08-24 14:58:56+00:00,official,67.15
Kyiv City,,,oblast,2022-08-24 15:23:36+00:00,2022-08-24 16:05:14+00:00,official,41.63333333333333
Kyiv City,,,oblast,2022-08-24 16:17:40+00:00,2022-08-24 17:27:59+00:00,official,70.31666666666666
Kyiv City,,,oblast,2022-08-24 23:46:28+00:00,2022-08-25 00:33:50+00:00,official,47.36666666666667
Kyiv City,,,oblast,2022-08-25 23:22:19+00:00,2022-08-25 23:48:55+00:00,official,26.6
Kyiv City,,,oblast,2022-08-28 16:19:35+00:00,2022-08-28 16:51:52+00:00,official,32.28333333333333
Kyiv City,,,oblast,2022-08-31 08:45:31+00:00,2022-08-31 09:22:01+00:00,official,36.5
Kyiv City,,,oblast,2022-09-02 11:17:29+00:00,2022-09-02 11:50:58+00:00,official,33.483333333333334
Kyiv City,,,oblast,2022-09-02 15:41:26+00:00,2022-09-02 16:09:02+00:00,official,27.6
Kyiv City,,,oblast,2022-09-02 20:47:22+00:00,2022-09-02 21:09:09+00:00,official,21.783333333333335
Kyiv City,,,oblast,2022-09-04 03:09:45+00:00,2022-09-04 04:33:41+00:00,official,83.93333333333334
Kyiv City,,,oblast,2022-09-06 04:29:43+00:00,2022-09-06 05:30:38+00:00,official,60.916666666666664
Kyiv City,,,oblast,2022-09-07 05:34:43+00:00,2022-09-07 05:51:12+00:00,official,16.483333333333334
Kyiv City,,,oblast,2022-09-07 16:26:48+00:00,2022-09-07 16:50:32+00:00,official,23.733333333333334
Kyiv City,,,oblast,2022-09-09 17:37:53+00:00,2022-09-09 17:54:31+00:00,official,16.633333333333333
Kyiv City,,,oblast,2022-09-11 02:56:47+00:00,2022-09-11 03:12:20+00:00,official,15.55
Kyiv City,,,oblast,2022-09-11 07:30:59+00:00,2022-09-11 08:49:52+00:00,official,78.88333333333334
Kyiv City,,,oblast,2022-09-11 16:11:45+00:00,2022-09-11 17:43:21+00:00,official,91.6
Kyiv City,,,oblast,2022-09-14 13:34:43+00:00,2022-09-14 13:51:23+00:00,official,16.666666666666668
Kyiv City,,,oblast,2022-09-14 13:55:24+00:00,2022-09-14 14:54:06+00:00,official,58.7
Kyiv City,,,oblast,2022-09-15 10:03:48+00:00,2022-09-15 10:30:43+00:00,official,26.916666666666668
Kyiv City,,,oblast,2022-09-15 11:47:37+00:00,2022-09-15 12:20:05+00:00,official,32.46666666666667
Kyiv City,,,oblast,2022-09-15 13:47:49+00:00,2022-09-15 14:25:35+00:00,official,37.766666666666666
Kyiv City,,,oblast,2022-09-16 10:04:15+00:00,2022-09-16 10:21:30+00:00,official,17.25
Kyiv City,,,oblast,2022-09-16 10:27:00+00:00,2022-09-16 11:22:33+00:00,official,55.55
Kyiv City,,,oblast,2022-09-16 19:10:12+00:00,2022-09-16 19:35:27+00:00,official,25.25
Kyiv City,,,oblast,2022-09-20 02:00:24+00:00,2022-09-20 02:14:16+00:00,official,13.866666666666667
Kyiv City,,,oblast,2022-09-22 08:43:38+00:00,2022-09-22 09:13:59+00:00,official,30.35
Kyiv City,,,oblast,2022-09-22 14:27:14+00:00,2022-09-22 14:34:18+00:00,official,7.066666666666666
Kyiv City,,,oblast,2022-09-26 10:33:09+00:00,2022-09-26 11:02:33+00:00,official,29.4
Kyiv City,,,oblast,2022-09-28 15:20:39+00:00,2022-09-28 15:47:13+00:00,official,26.566666666666666
Kyiv City,,,oblast,2022-09-30 18:00:15+00:00,2022-09-30 18:30:56+00:00,official,30.683333333333334
Kyiv City,,,oblast,2022-10-01 01:11:31+00:00,2022-10-01 01:43:24+00:00,official,31.883333333333333
Kyiv City,,,oblast,2022-10-01 12:45:35+00:00,2022-10-01 13:23:14+00:00,official,37.65
Kyiv City,,,oblast,2022-10-03 04:25:38+00:00,2022-10-03 05:23:49+00:00,official,58.18333333333333
Kyiv City,,,oblast,2022-10-04 11:35:37+00:00,2022-10-04 12:52:19+00:00,official,76.7
Kyiv City,,,oblast,2022-10-04 23:22:09+00:00,2022-10-05 02:03:46+00:00,official,161.61666666666667
Kyiv City,,,oblast,2022-10-05 02:56:51+00:00,2022-10-05 04:46:53+00:00,official,110.03333333333333
Kyiv City,,,oblast,2022-10-06 02:38:37+00:00,2022-10-06 03:07:27+00:00,official,28.833333333333332
Kyiv City,,,oblast,2022-10-06 12:45:58+00:00,2022-10-06 13:14:08+00:00,official,28.166666666666668
Kyiv City,,,oblast,2022-10-09 15:11:23+00:00,2022-10-09 16:33:19+00:00,official,81.93333333333334
Kyiv City,,,oblast,2022-10-09 18:53:54+00:00,2022-10-09 19:21:12+00:00,official,27.3
Kyiv City,,,oblast,2022-10-10 03:47:06+00:00,2022-10-10 09:24:32+00:00,official,337.43333333333334
Kyiv City,,,oblast,2022-10-10 12:14:09+00:00,2022-10-10 14:09:30+00:00,official,115.35
Kyiv City,,,oblast,2022-10-11 04:52:05+00:00,2022-10-11 10:00:28+00:00,official,308.3833333333333
Kyiv City,,,oblast,2022-10-11 22:09:06+00:00,2022-10-11 22:36:05+00:00,official,26.983333333333334
Kyiv City,,,oblast,2022-10-11 23:15:24+00:00,2022-10-11 23:46:07+00:00,official,30.716666666666665
Kyiv City,,,oblast,2022-10-12 02:22:00+00:00,2022-10-12 02:25:11+00:00,official,3.183333333333333
Kyiv City,,,oblast,2022-10-12 04:34:04+00:00,2022-10-12 04:52:51+00:00,official,18.783333333333335
Kyiv City,,,oblast,2022-10-12 16:45:49+00:00,2022-10-12 18:15:38+00:00,official,89.81666666666666
Kyiv City,,,oblast,2022-10-13 02:02:12+00:00,2022-10-13 03:14:19+00:00,official,72.11666666666666
Kyiv City,,,oblast,2022-10-13 12:37:15+00:00,2022-10-13 13:49:20+00:00,official,72.08333333333333
Kyiv City,,,oblast,2022-10-13 15:52:04+00:00,2022-10-13 16:01:19+00:00,official,9.25
Kyiv City,,,oblast,2022-10-15 04:07:35+00:00,2022-10-15 05:07:36+00:00,official,60.016666666666666
Kyiv City,,,oblast,2022-10-15 09:35:44+00:00,2022-10-15 09:55:03+00:00,official,19.316666666666666
Kyiv City,,,oblast,2022-10-15 22:45:06+00:00,2022-10-15 23:13:18+00:00,official,28.2
Kyiv City,,,oblast,2022-10-16 05:15:51+00:00,2022-10-16 05:25:08+00:00,official,9.283333333333333
Kyiv City,,,oblast,2022-10-16 09:27:21+00:00,2022-10-16 10:28:53+00:00,official,61.53333333333333
Kyiv City,,,oblast,2022-10-17 03:23:50+00:00,2022-10-17 06:31:52+00:00,official,188.03333333333333
Kyiv City,,,oblast,2022-10-17 09:40:21+00:00,2022-10-17 12:13:08+00:00,official,152.78333333333333
Kyiv City,,,oblast,2022-10-17 16:11:55+00:00,2022-10-17 18:53:10+00:00,official,161.25
Kyiv City,,,oblast,2022-10-17 19:39:36+00:00,2022-10-17 21:49:17+00:00,official,129.68333333333334
Kyiv City,,,oblast,2022-10-18 02:11:02+00:00,2022-10-18 03:05:23+00:00,official,54.35
Kyiv City,,,oblast,2022-10-18 03:25:48+00:00,2022-10-18 07:01:43+00:00,official,215.91666666666666
Kyiv City,,,oblast,2022-10-19 09:49:41+00:00,2022-10-19 13:20:52+00:00,official,211.18333333333334
Kyiv City,,,oblast,2022-10-19 22:12:07+00:00,2022-10-19 22:17:12+00:00,official,5.083333333333333
Kyiv City,,,oblast,2022-10-20 06:30:18+00:00,2022-10-20 08:33:34+00:00,official,123.26666666666667
Kyiv City,,,oblast,2022-10-21 04:46:39+00:00,2022-10-21 05:22:15+00:00,official,35.6
Kyiv City,,,oblast,2022-10-21 12:13:44+00:00,2022-10-21 13:26:31+00:00,official,72.78333333333333
Kyiv City,,,oblast,2022-10-21 22:38:24+00:00,2022-10-22 00:31:32+00:00,official,113.13333333333334
Kyiv City,,,oblast,2022-10-22 04:31:18+00:00,2022-10-22 07:52:38+00:00,official,201.33333333333334
Kyiv City,,,oblast,2022-10-22 08:16:00+00:00,2022-10-22 09:40:23+00:00,official,84.38333333333334
Kyiv City,,,oblast,2022-10-22 22:43:48+00:00,2022-10-22 23:01:22+00:00,official,17.566666666666666
Kyiv City,,,oblast,2022-10-24 10:22:54+00:00,2022-10-24 11:48:37+00:00,official,85.71666666666667
Kyiv City,,,oblast,2022-10-25 07:28:21+00:00,2022-10-25 09:34:12+00:00,official,125.85
Kyiv City,,,oblast,2022-10-26 05:40:42+00:00,2022-10-26 06:34:34+00:00,official,53.86666666666667
Kyiv City,,,oblast,2022-10-26 12:12:02+00:00,2022-10-26 13:26:40+00:00,official,74.63333333333334
Kyiv City,,,oblast,2022-10-26 14:46:13+00:00,2022-10-26 15:30:55+00:00,official,44.7
Kyiv City,,,oblast,2022-10-26 15:43:10+00:00,2022-10-26 16:34:47+00:00,official,51.61666666666667
Kyiv City,,,oblast,2022-10-26 18:30:07+00:00,2022-10-26 20:09:53+00:00,official,99.76666666666667
Kyiv City,,,oblast,2022-10-27 07:31:17+00:00,2022-10-27 08:04:48+00:00,official,33.516666666666666
Kyiv City,,,oblast,2022-10-27 08:45:50+00:00,2022-10-27 10:18:03+00:00,official,92.21666666666667
Kyiv City,,,oblast,2022-10-27 21:58:36+00:00,2022-10-27 22:19:52+00:00,official,21.266666666666666
Kyiv City,,,oblast,2022-10-28 16:37:29+00:00,2022-10-28 16:58:34+00:00,official,21.083333333333332
Kyiv City,,,oblast,2022-10-29 14:39:51+00:00,2022-10-29 16:03:46+00:00,official,83.91666666666667
Kyiv City,,,oblast,2022-10-30 23:00:17+00:00,2022-10-30 23:23:29+00:00,official,23.2
Kyiv City,,,oblast,2022-10-31 05:00:49+00:00,2022-10-31 08:02:41+00:00,official,181.86666666666667
Kyiv City,,,oblast,2022-11-01 07:10:57+00:00,2022-11-01 08:39:55+00:00,official,88.96666666666667
Kyiv City,,,oblast,2022-11-04 14:02:30+00:00,2022-11-04 14:51:42+00:00,official,49.2
Kyiv City,,,oblast,2022-11-05 07:08:01+00:00,2022-11-05 08:34:08+00:00,official,86.11666666666666
Kyiv City,,,oblast,2022-11-08 19:23:24+00:00,2022-11-08 20:08:57+00:00,official,45.55
Kyiv City,,,oblast,2022-11-09 10:59:21+00:00,2022-11-09 12:26:00+00:00,official,86.65
Kyiv City,,,oblast,2022-11-12 12:24:01+00:00,2022-11-12 13:56:29+00:00,official,92.46666666666667
Kyiv City,,,oblast,2022-11-12 21:23:40+00:00,2022-11-12 21:53:25+00:00,official,29.75
Kyiv City,,,oblast,2022-11-13 07:15:51+00:00,2022-11-13 08:50:24+00:00,official,94.55
Kyiv City,,,oblast,2022-11-13 10:07:30+00:00,2022-11-13 11:44:40+00:00,official,97.16666666666667
Kyiv City,,,oblast,2022-11-15 12:21:52+00:00,2022-11-15 16:20:08+00:00,official,238.26666666666668
Kyiv City,,,oblast,2022-11-15 21:39:56+00:00,2022-11-15 22:25:08+00:00,official,45.2
Kyiv City,,,oblast,2022-11-16 07:46:36+00:00,2022-11-16 08:18:18+00:00,official,31.7
Kyiv City,,,oblast,2022-11-17 06:00:55+00:00,2022-11-17 08:56:26+00:00,official,175.51666666666668
Kyiv City,,,oblast,2022-11-20 07:13:20+00:00,2022-11-20 08:46:40+00:00,official,93.33333333333333
Kyiv City,,,oblast,2022-11-23 10:46:34+00:00,2022-11-23 13:08:23+00:00,official,141.81666666666666
Kyiv City,,,oblast,2022-11-29 10:40:27+00:00,2022-11-29 10:52:30+00:00,official,12.05
Kyiv City,,,oblast,2022-12-01 12:19:54+00:00,2022-12-01 13:36:28+00:00,official,76.56666666666666
Kyiv City,,,oblast,2022-12-03 12:34:44+00:00,2022-12-03 12:53:09+00:00,official,18.416666666666668
Kyiv City,,,oblast,2022-12-05 11:10:50+00:00,2022-12-05 14:10:42+00:00,official,179.86666666666667
Kyiv City,,,oblast,2022-12-11 11:20:11+00:00,2022-12-11 11:39:42+00:00,official,19.516666666666666
Kyiv City,,,oblast,2022-12-11 22:24:45+00:00,2022-12-11 22:54:21+00:00,official,29.6
Kyiv City,,,oblast,2022-12-13 12:40:41+00:00,2022-12-13 13:51:41+00:00,official,71.0
Kyiv City,,,oblast,2022-12-14 03:55:32+00:00,2022-12-14 07:07:36+00:00,official,192.06666666666666
Kyiv City,,,oblast,2022-12-16 06:10:03+00:00,2022-12-16 10:18:55+00:00,official,248.86666666666667
Kyiv City,,,oblast,2022-12-17 09:23:19+00:00,2022-12-17 11:06:44+00:00,official,103.41666666666667
Kyiv City,,,oblast,2022-12-18 23:56:58+00:00,2022-12-19 03:15:57+00:00,official,198.98333333333332
Kyiv City,,,oblast,2022-12-19 03:24:38+00:00,2022-12-19 03:50:22+00:00,official,25.733333333333334
Kyiv City,,,oblast,2022-12-19 11:33:37+00:00,2022-12-19 11:55:28+00:00,official,21.85
Kyiv City,,,oblast,2022-12-21 10:24:18+00:00,2022-12-21 12:23:21+00:00,official,119.05
Kyiv City,,,oblast,2022-12-21 12:50:16+00:00,2022-12-21 13:08:01+00:00,official,17.75
Kyiv City,,,oblast,2022-12-22 09:18:09+00:00,2022-12-22 09:42:28+00:00,official,24.316666666666666
Kyiv City,,,oblast,2022-12-23 10:52:27+00:00,2022-12-23 11:24:08+00:00,official,31.683333333333334
Kyiv City,,,oblast,2022-12-24 09:53:52+00:00,2022-12-24 10:11:05+00:00,official,17.216666666666665
Kyiv City,,,oblast,2022-12-25 07:23:31+00:00,2022-12-25 09:14:23+00:00,official,110.86666666666666
Kyiv City,,,oblast,2022-12-25 12:26:04+00:00,2022-12-25 14:20:11+00:00,official,114.11666666666666
Kyiv City,,,oblast,2022-12-27 12:46:45+00:00,2022-12-27 14:27:53+00:00,official,101.13333333333334
Kyiv City,,,oblast,2022-12-28 07:08:34+00:00,2022-12-28 07:27:42+00:00,official,19.133333333333333
